id_ons,nom_usina,uf,fonte,vigencia,pac_nome,pac_tensao_kv,fracao_potencia,n_usinas,n_usinas_sem_pac,pot_mw,metodo,confianca,grafias,eng_gwh_2025
CJU_RNMVD,CONJ. MORRO DOS VENTOS,RN,EOL,ativo,JOAO CAMARA 2,69.0,1.0,6,1,172.8,ons_cadastro,alta,"SE JOAO CAMARA 2 69,0 kV",301.559
CJU_RNMVT,CONJ. MORRO DOS VENTOS II,RN,EOL,ativo,JOAO CAMARA 3 ICG,138.0,0.6729475100942127,3,0,60.0,rateio_potencia,media,SE 138 kV João Câmara III - ICG ,108.74
CJU_RNMVT,CONJ. MORRO DOS VENTOS II,RN,EOL,ativo,JOAO CAMARA 3,138.0,0.32705248990578734,3,0,29.16,rateio_potencia,media,SE João Câmara III  138 kV,52.848
CJU_RNODA,CONJ. OLHO D'ÁGUA,RN,EOL,ativo,JOAO CAMARA 3 ICG,138.0,0.7872340425531915,4,0,74.0,rateio_potencia,media,SE 138 kV João Câmara III - ICG | SE 138 kV João Câmara III - ICG ,183.983
CJU_RNODA,CONJ. OLHO D'ÁGUA,RN,EOL,ativo,JOAO CAMARA 3,138.0,0.2127659574468085,4,0,20.0,rateio_potencia,media,"SE JOAO CAMARA III 138,0 kV",49.725
CJU_RNREN,CONJ. RENASCENÇA,RN,EOL,ativo,JOAO CAMARA 3,138.0,1.0,5,0,150.0,ons_cadastro,alta,"SE JOAO CAMARA III 138,0 kV",300.002
CJU_RNREV,CONJ. RENASCENÇA V,RN,EOL,ativo,JOAO CAMARA 3,138.0,1.0,2,0,60.0,ons_cadastro,alta,"SE JOAO CAMARA III 138,0 kV",148.653
CJU_RNRIA,CONJ. RIACHÃO,RN,EOL,ativo,EXTREMOZ 2,230.0,1.0,5,0,145.8,ons_cadastro,alta,SE 230 kV Extremoz II,232.855
CJU_RNRDV,CONJ. RIO DO VENTO,RN,EOL,ativo,CEARA MIRIM 2,500.0,1.0,8,0,504.0,ons_cadastro,alta,"SE CEARA MIRIM 2 500,0 kV",1021.151
CJU_RNRVE,CONJ. RIO DO VENTO EXPANSÃO,RN,EOL,ativo,CEARA MIRIM 2,500.0,1.0,8,0,534.2,ons_cadastro,alta,"SE CEARA MIRIM 2 500,0 kV | SE Ceará Mirim II 500 kV",910.928
CJU_RNSTC,CONJ. SANTA CLARA,RN,EOL,ativo,JOAO CAMARA 2,69.0,1.0,7,0,188.0,ons_cadastro,alta,SE João Câmara II  69 kV,369.693
CJU_RNSMN,CONJ. SANTA ROSA MUNDO NOVO,RN,EOL,ativo,PARAISO,138.0,1.0,5,0,155.4,ons_cadastro,alta,"SE PARAISO 138,0 kV",125.655
CJU_RNSMG,CONJ. SÃO MIGUEL,RN,EOL,ativo,JOAO CAMARA 2,230.0,1.0,2,0,60.3,ons_cadastro,alta,SE 230 kV João Câmara II ,123.873
CJU_RNSS2,CONJ. SERRA DE SANTANA 1 E 2,RN,EOL,encerrado em 2025-09-09,LAGOA NOVA 2,69.0,0.7959183673469388,4,0,78.0,rateio_potencia,media,"SE LAGOA NOVA II 69,0 kV",10.001
CJU_RNSS2,CONJ. SERRA DE SANTANA 1 E 2,RN,EOL,encerrado em 2025-09-09,LAGOA NOVA,69.0,0.20408163265306123,4,0,20.0,rateio_potencia,media,SE 69 kV Lagoa Nova ,2.564
CJU_RNSS3,CONJ. SERRA DE SANTANA 3,RN,EOL,encerrado em 2025-09-09,LAGOA NOVA 2 ICG,69.0,0.5454545454545454,5,1,48.0,rateio_potencia,media,SE 69 kV Lagoa Nova II - ICG | SE 69 kV Lagoa Nova II - ICG ,7.316
CJU_RNSS3,CONJ. SERRA DE SANTANA 3,RN,EOL,encerrado em 2025-09-09,LAGOA NOVA 2,69.0,0.45454545454545453,5,1,40.0,rateio_potencia,media,"SE LAGOA NOVA II 69 KV | SE LAGOA NOVA II 69,0 kV",6.097
CJU_RNSDMA,CONJ. SERRA DO MEL A,RN,EOL,encerrado em 2025-07-22,ACU 3,500.0,1.0,11,0,375.32,ons_cadastro,alta,"SE 500 kV Açu III | SE ACU III 500,0 kV",155.995
CJU_RNSDMB,CONJ. SERRA DO MEL B,RN,EOL,encerrado em 2025-07-08,ACU 3,500.0,1.0,8,0,273.0,ons_cadastro,alta,SE 500 kV Açu III | SE 500 kV Açu III ,83.851
CJU_RNSM2A,CONJ. SERRA DO MEL II A,RN,EOL,encerrado em 2025-07-22,ACU 3,500.0,1.0,4,0,211.365,ons_cadastro,alta,"SE ACU III 500,0 kV",77.302
CJU_RNSM2B,CONJ. SERRA DO MEL II B,RN,EOL,encerrado em 2025-07-08,ACU 3,500.0,1.0,6,0,205.79999999999998,ons_cadastro,alta,"SE ACU III 500,0 kV",59.262
CJU_RNTSN,CONJ. TERRA SANTA,RN,EOL,ativo,JOAO CAMARA 2,230.0,1.0,2,0,92.3,ons_cadastro,alta,"SE JOAO CAMARA 2 230,0 kV",183.758
CJU_RNUVT,CONJ. UNIÃO DOS VENTOS,RN,EOL,ativo,JOAO CAMARA 2,230.0,1.0,13,0,236.2,ons_cadastro,alta,"SE 230 kV João Câmara II  | SE JOAO CAMARA 2 230,0 kV",509.113
RNUES3,MIASSABA 3,RN,EOL,ativo,ACU 2,230.0,1.0,1,0,68.47,ons_cadastro,alta,SE Açu II 230 kV,121.091
RNUERU,REI DOS VENTOS 1,RN,EOL,ativo,ACU 2,230.0,1.0,1,0,58.45,ons_cadastro,alta,SE Açu II 230 kV,103.436
RNUERT,REI DOS VENTOS 3,RN,EOL,ativo,ACU 2,230.0,1.0,1,0,60.12,ons_cadastro,alta,SE Açu II 230 kV,116.545
CJU_RSACA,CONJ. ATLÂNTICA,RS,EOL,ativo,OSORIO 2,230.0,1.0,4,0,120.0,ons_cadastro,alta,SE 230 kV Osório 2 ,39.763
CJU_RSCCH,CONJ. CERRO CHATO,RS,EOL,ativo,CERRO CHATO,230.0,0.7513812154696132,11,0,163.2,rateio_potencia,media,"SE CERRO CHATO 230,0 kV",26.088
CJU_RSCCH,CONJ. CERRO CHATO,RS,EOL,ativo,LIVRAMENTO 2,230.0,0.24861878453038674,11,0,54.0,rateio_potencia,media,SE 230 kV Livramento 2,8.632
CJU_RSLBA,CONJ. LAGOA DOS BARROS,RS,EOL,ativo,OSORIO 3,230.0,1.0,9,0,317.9,ons_cadastro,alta,SE Osório 3 230 kV,68.577
CJU_RSMRO2,CONJ. MARMELEIRO 2,RS,EOL,ativo,MARMELEIRO 2,525.0,1.0,12,0,268.0,ons_cadastro,alta,"SE MARMELEIRO 2 525,0 kV",138.521
CJU_RSQ138,CONJ. QUINTA 138 KV,RS,EOL,ativo,QUINTA,138.0,1.0,4,0,108.0,ons_cadastro,alta,"SE QUINTA 138,0 kV",28.381
CJU_RSQ69,CONJ. QUINTA 69 KV,RS,EOL,ativo,QUINTA,69.0,1.0,3,0,64.0,ons_cadastro,alta,SE 69 kV Quinta ,21.573
CJU_RSSVPA,CONJ. SANTA VITÓRIA DO PALMAR,RS,EOL,ativo,SANTA VITORIA DO PALMAR 2,525.0,1.0,28,0,582.71,ons_cadastro,alta,"SE SANTA VITORIA DO PALMAR 2 525,0 kV | SE Santa Vitória do Palmar 2 525 kV",298.304
CJU_RSVIA3,CONJ. VIAMÃO 3,RS,EOL,ativo,VIAMAO 3,230.0,1.0,3,0,59.8,ons_cadastro,alta,SE 230 kV Viamão 3,16.091
RSUECI,ELEBRÁS CIDREIRA 1,RS,EOL,ativo,OSORIO 2,69.0,1.0,1,0,70.0,ons_cadastro,alta,SE 69 kV Osório 2 ,15.25
RSUEXG,XANGRI-LÁ,RS,EOL,ativo,ATLANTIDA 2,69.0,1.0,1,0,31.7,ons_cadastro,alta,SE 69 kV Atlântida 2,9.133
CJU_SCCEAD,CONJ. ÁGUA DOCE,SC,EOL,ativo,AQUIBATA,138.0,1.0,6,0,129.0,ons_cadastro,alta,SE 138 kV Aquibatã ,38.004
CJU_SCCEBJ,CONJ. BOM JARDIM,SC,EOL,ativo,BOM JARDIM DA SERRA,138.0,1.0,4,0,93.0,ons_cadastro,alta,SE 138 kV Bom Jardim da Serra ,20.351
CJU_BAEMS2,CONJ. MORRO DO CHAPÉU SUL II,BA,EOL,ativo,MORRO DO CHAPEU 2,500.0,1.0,9,0,352.8,ons_cadastro,alta,"SE MORRO DO CHAPEU II 500,0 kV",474.072
CJU_CEESTI,CONJ. SANTO INÁCIO,CE,EOL,ativo,MOSSORO 4,230.0,1.0,5,0,170.1,ons_cadastro,alta,"SE 230 kV Mossoró IV | SE 230 kV Mossoró IV  | SE MOSSORO IV 230,0 kV",243.563
CJU_PILBI,CONJ. LAGOA DO BARRO I,PI,EOL,ativo,SAO JOAO DO PIAUI,230.0,1.0,10,0,295.8,ons_cadastro,alta,"SE 230 kV São João do Piauí | SE 230 kV São João do Piauí  | SE SAO JOAO DO PIAUI 230,0 kV",240.265
CJU_PISBAE,CONJ. SÃO BASÍLIO (EÓLICO),PI,EOL,ativo,CURRAL NOVO DO PIAUI 2,230.0,1.0,7,0,188.7,ons_cadastro,alta,"SE CURRAL NOVO DO PIAUI II 230,0 kV",138.93
CJU_RNSAG,CONJ. SANTO AGOSTINHO,RN,EOL,ativo,MONTE VERDE,500.0,1.0,14,0,434.0,ons_cadastro,alta,"SE MONTE VERDE 500 KV | SE MONTE VERDE 500,0 kV | SE Monte Verde 500 kV",855.594
CJU_BATQN,CONJ. TANQUE NOVO,BA,EOL,ativo,IGAPORA 3,230.0,1.0,7,0,180.0,ons_cadastro,alta,"SE IGAPORA III 230,0 kV",294.654
CJU_RNACA,CONJ. ACAUÃ,RN,EOL,ativo,LAGOA NOVA 2,230.0,1.0,4,0,109.2,ons_cadastro,alta,"SE 230 kV Lagoa Nova 2  | SE LAGOA NOVA II 230,0 kV",107.231
CJU_RNCAJ1,CONJ. CAJU,RN,EOL,ativo,ACU 3,500.0,1.0,21,0,803.8,ons_cadastro,alta,"SE ACU III 500,0 kV | SE Açu III 500 kV",1057.563
CJU_BACAN,CONJ. CANUDOS I,BA,EOL,ativo,SECC. LT OLINDINA – PAULO AFONSO 4,500.0,1.0,2,1,49.7,ons_cadastro,alta,SEC LT 500 KV PAULO AFONSO IV – OLINDINA,73.535
CJU_RNJDT,CONJ. JANDAÍRA III,RN,EOL,ativo,SECC. LT JOAO CAMARA 3 – MONTE VERDE,500.0,1.0,2,0,63.0,ons_cadastro,alta,SECC LT 500 KV MONTE VERDE – JOÃO CÂMARA III | SECC. LT 500 KV JOÃO CÂMARA III – MONTE VERDE,170.467
BACLAX,CONJ. CAMPO LARGO,BA,EOL,encerrado em 2024-11-05,OUROLANDIA 2,230.0,1.0,11,0,326.7,ons_cadastro,alta,"SE OUROLANDIA II 230,0 kV",0.0
BACLA2X,CONJ. CAMPO LARGO 2,BA,EOL,encerrado em 2024-11-05,OUROLANDIA 2,230.0,1.0,11,0,361.2,ons_cadastro,alta,"SE OUROLANDIA II 230,0 kV",0.0
CJU_BAOUR,CONJ. OUROLÂNDIA II,BA,EOL,ativo,OUROLANDIA 2,500.0,1.0,12,0,541.8,ons_cadastro,alta,"SE OUROLANDIA II 500,0 kV | SE Ourolândia II 500 kV",520.023
CJU_RNCSER,CONJ. OESTE SERIDÓ,RN,EOL,ativo,SANTA LUZIA 2,500.0,1.0,10,0,247.5,ons_cadastro,alta,"SE SANTA LUZIA II 500,0 kV",203.862
CJU_BAVBA,CONJ. VENTOS DA BAHIA,BA,EOL,ativo,MORRO DO CHAPEU 2,230.0,1.0,8,0,298.1,ons_cadastro,alta,"SE MORRO DO CHAPEU II 230,0 kV",262.497
CJU_RNUMR,CONJ. EÓLICO UMARI,RN,EOL,ativo,SECC. LT CAMPINA GRANDE 3 – EXTREMOZ,230.0,1.0,4,3,45.0,ons_cadastro,alta,Sec. LT 230 kV Campina Grande III – Extremoz,203.909
CJU_RNMNV,CONJ. MUNDO NOVO,RN,EOL,ativo,TOUROS,230.0,1.0,3,0,103.5,ons_cadastro,alta,SE Touros 230 kV,203.104
CJU_BANHZ,CONJ. NOVO HORIZONTE,BA,EOL,ativo,SOL DO SERTAO,500.0,1.0,10,0,426.0,ons_cadastro,alta,"SE SOL DO SERTAO 500,0 kV | SE SOL DO SERTÃO 500 kV",799.322
CJU_BACTN,CONJ. CAETITÉ NORTE,BA,EOL,ativo,IGAPORA 3,230.0,1.0,5,0,193.2,ons_cadastro,alta,"SE IGAPORA III 230,0 kV",426.692
CJU_RSCNG,CONJ. LIVRAMENTO 3,RS,EOL,ativo,LIVRAMENTO 3,230.0,1.0,3,0,302.4,ons_cadastro,alta,SE Livramento 3 230 kV,62.483
CJU_BASAR,CONJ. EOLICO SERRA DO ASSURUA,BA,EOL,ativo,GENTIO DO OURO 2,230.0,1.0,24,0,846.0,ons_cadastro,alta,"SE GENTIO DO OURO II 230 KV | SE GENTIO DO OURO II 230,0 kV",889.148
CJU_PI4ECNP,CONJUNTO EÓLICO CURRAL NOVO DO PIAUI II 230KV,PI,EOL,ativo,CURRAL NOVO DO PIAUI 2,230.0,1.0,31,7,771.8,ons_cadastro,alta,"SE CURRAL NOVO DO PIAUI II 230,0 kV | SE CURRAL NOVO DO PIAUÍ II 230 KV",733.997
CJU_BA5EIGT,CONJ. EÓLICO IGAPORÃ III 500KV,BA,EOL,ativo,IGAPORA 3,500.0,1.0,15,0,235.8,ons_cadastro,alta,"SE IGAPORA III 500,0 kV",401.96
CJU_BA4EPND,CONJ. EÓLICO PINDAÍ II 230KV,BA,EOL,ativo,PINDAI 2,230.0,1.0,7,0,132.0,ons_cadastro,alta,"SE PINDAI II 230,0 kV",214.28
CJU_PIARP,CONJUNTO EÓLICO CURRAL NOVO DO PIAUI II 500KV,PI,EOL,ativo,CURRAL NOVO DO PIAUI 2,500.0,1.0,10,1,410.40000000000003,ons_cadastro,alta,SE Curral Novo do Piauí II 500 kv,234.708
CJU_RN4EMSD,CONJ. EÓLICO MOSSORÓ II 230KV,RN,EOL,ativo,MOSSORO 2,230.0,1.0,15,0,425.935,ons_cadastro,alta,"SE 230 kV Mossoró II  | SE MOSSORO II 230,0 kV",707.531
BA4ECLA,CONJ. EÓLICO CAMPO LARGO,BA,EOL,ativo,,,,0,0,0.0,nao_casado,,,0.0
CJU_BABBC,CONJUNTO EÓLICO BABILONIA CENTRO,BA,EOL,ativo,OUROLANDIA 2,500.0,1.0,8,0,554.9,ons_cadastro,alta,SE Ourolândia II 500 kV,443.148
CJU_CEKW2W,CONJUNTO EÓLICO KAIROS,CE,EOL,ativo,MOSSORO 4,230.0,1.0,3,0,112.5,ons_cadastro,alta,"SE MOSSORO IV 230,0 kV | SE Mossoró IV 230kV",131.457
CJU_BAE4CLA,CONJ. CAMPO LARGO,BA,EOL,ativo,OUROLANDIA 2,230.0,1.0,22,0,687.9,ons_cadastro,alta,"SE OUROLANDIA II 230,0 kV",573.015
CJU_BASDA1,CONJ. SERRA DAS ALMAS II 500 KV,BA,EOL,ativo,SERRA DAS ALMAS 2,500.0,0.6551724137931034,6,0,171.0,rateio_potencia,media,"SE SERRA DAS ALMAS II 500,0 kV",43.728
CJU_BASDA1,CONJ. SERRA DAS ALMAS II 500 KV,BA,EOL,ativo,SECC. LT IGAPORA 3 – JANAUBA 3,500.0,0.3448275862068966,6,0,90.0,rateio_potencia,media,SEC. LT 500 KV IGAPORÃ III - JANAÚBA 3,23.015
CJU_RN5ESMA,CONJ. SERRA DO MEL A,RN,EOL,ativo,ACU 3,500.0,1.0,15,0,586.685,ons_cadastro,alta,"SE 500 kV Açu III | SE ACU III 500,0 kV",757.68
CJU_RN5ESMB,CONJ. SERRA DO MEL B,RN,EOL,ativo,ACU 3,500.0,1.0,14,0,478.79999999999995,ons_cadastro,alta,"SE 500 kV Açu III | SE 500 kV Açu III  | SE ACU III 500,0 kV",664.824
CJU_RN2ESSA,CONJ. SERRA DE SANTANA,RN,EOL,ativo,LAGOA NOVA 2,69.0,0.6344086021505376,9,1,118.0,rateio_potencia,media,"SE LAGOA NOVA II 69 KV | SE LAGOA NOVA II 69,0 kV",46.106
CJU_RN2ESSA,CONJ. SERRA DE SANTANA,RN,EOL,ativo,LAGOA NOVA 2 ICG,69.0,0.25806451612903225,9,1,48.0,rateio_potencia,media,SE 69 kV Lagoa Nova II - ICG | SE 69 kV Lagoa Nova II - ICG ,18.755
CJU_RN2ESSA,CONJ. SERRA DE SANTANA,RN,EOL,ativo,LAGOA NOVA,69.0,0.10752688172043011,9,1,20.0,rateio_potencia,media,SE 69 kV Lagoa Nova ,7.815
CJU_RN5ETGS,CONJ. SERRA DO TIGRE,RN,EOL,ativo,SANTA LUZIA 2,500.0,1.0,12,0,765.0,ons_cadastro,alta,"SE SANTA LUZIA II 500,0 kV | SE Santa Luzia II 500 kv",191.181
CJU_PE4ETAT,CONJ. TACARATU 230KV,PE,EOL,ativo,TACARATU,230.0,1.0,5,0,178.9,ons_cadastro,alta,"SE TACARATU 230,0 kV",48.957
CJU_BABJL,CONJ. BJL,BA,UFV,ativo,BOM JESUS DA LAPA,69.0,1.0,2,0,40.0,ons_cadastro,alta,SE Bom Jesus da Lapa 69 kV ,76.013
CJU_BABJU,CONJ. BOM JESUS,BA,UFV,ativo,BOM JESUS DA LAPA,69.0,1.0,2,0,60.0,ons_cadastro,alta,"SE BOM JESUS DA LAPA 69,0 kV",85.478
CJU_BAFFUT,CONJ. FUTURA,BA,UFV,ativo,SECC. LT JUAZEIRO 3 – SOBRADINHO,500.0,1.0,22,0,692.4350000000001,ons_cadastro,alta,SECC LT SOBRADINHO/JUAZEIRO DA BAHIA III C1 | SECC. LT 500 KV U. SOBRADINHO - JUAZEIRO III | SECCIONAMENTO C1 DA LT 500 KV SOBRADINHO –JUA | SECCIONAMENTO DA LT 500 KV SOBRADINHO – JUAZE | SECCIONAMENTO LT 500 KV U. SOBRADINHO- JUAZEI | SECCIONAMENTO LT 500 KV U.SOBRADINHO / JUAZEI,590.255
CJU_BAHZT,CONJ. HORIZONTE,BA,UFV,ativo,TABOCAS DO BREJO VELHO,230.0,1.0,3,0,79.8,ons_cadastro,alta,"SE TABOCAS DO BREJO VELHO 230,0 kV",145.756
CJU_BATBV,CONJ. ITUVERAVA,BA,UFV,ativo,TABOCAS DO BREJO VELHO,230.0,1.0,7,0,196.0,ons_cadastro,alta,"SE TABOCAS DO BREJO VELHO 230,0 kV",344.912
CJU_BAJZS,CONJ. JUAZEIRO SOLAR,BA,UFV,encerrado em 2025-10-21,JUAZEIRO 2,230.0,1.0,4,0,120.0,ons_cadastro,alta,SE 230 kV Juazeiro da Bahia II ,43.573
CJU_BAJZS2,CONJ. JUAZEIRO SOLAR 2,BA,UFV,encerrado em 2025-10-21,JUAZEIRO 2,230.0,1.0,4,0,157.07,ons_cadastro,alta,SE JUAZEIRO DA BAHIA II 230 KV,68.227
CJU_BALAP,CONJ. LAPA,BA,UFV,ativo,BOM JESUS DA LAPA,230.0,1.0,2,0,60.0,ons_cadastro,alta,"SE BOM JESUS DA LAPA 230,0 kV",78.01
CJU_BASPD,CONJ. SÃO PEDRO,BA,UFV,ativo,BOM JESUS DA LAPA,69.0,1.0,2,0,54.0,ons_cadastro,alta,SE 69 kV Bom Jesus da Lapa ,87.756
CJU_BASSB,CONJ. SERTÃO SOLAR BARREIRAS,BA,UFV,ativo,BARREIRAS,69.0,1.0,4,0,94.64,ons_cadastro,alta,"SE BARREIRAS 69,0 kV",127.798
CJU_BASSD,CONJ. SOL DO SERTÃO,BA,UFV,ativo,SECC. LT BOM JESUS DA LAPA 2 – GENTIO DO OURO 2,500.0,1.0,8,1,387.784,ons_cadastro,alta,SEC LT 500 KV BOM JESUS DA LAPA II – GENTIO D | SEC. LT 500 KV BOM JESUS DA LAPA II - GENTIO | SECC LT DE 500 KV BOM JESUS DA LAPA II – GENT | SECC LT DE 500 KV BOM JESUS DA LAPA II – GENTIO DO OURO II,701.892
CJU_CEUFAL,CONJ. ALEX,CE,UFV,ativo,SECC. LT BANABUIU – MOSSORO 2,230.0,1.0,9,0,278.397,ons_cadastro,alta,SE SECC. LT 230 KV BANABUIÚ- MOSSORÓ II,168.571
CJU_CEPTN,CONJ. BANABUIU,CE,UFV,ativo,BANABUIU 230,69.0,0.8695652173913043,8,0,200.0,rateio_potencia,media,SE Banabuiú 230/69 kV,182.561
CJU_CEPTN,CONJ. BANABUIU,CE,UFV,ativo,BANABUIU,230.0,0.13043478260869565,8,0,30.0,rateio_potencia,media,"SE BANABUIU 230,0 kV",27.384
CJU_CECAL,CONJ. CALCÁRIO,CE,UFV,ativo,QUIXERE,230.0,1.0,4,0,132.0,ons_cadastro,alta,SE 230 kV Quixeré ,107.443
CJU_CEAB2,CONJ. FOTOVOLTAICO ABAIARA 230 KV,CE,UFV,ativo,SECC. LT BOM NOME – MILAGRES,230.0,1.0,5,0,163.70000000000002,ons_cadastro,alta,SECC. LT 230 KV MILAGRES – BOM NOME C2,152.733
CJU_CELAV,CONJ. LAVRAS,CE,UFV,ativo,CAUIPE,230.0,1.0,8,0,201.0,ons_cadastro,alta,"SE CAUIPE 230,0 kV",227.985
CJU_CEFSEM,CONJ. SERRA DO MATO,CE,UFV,ativo,PECEM 2,230.0,1.0,2,0,101.49000000000001,ons_cadastro,alta,SE 230 KV PECÉM II,97.988
CJU_CESDF,CONJ. SOL DO FUTURO,CE,UFV,ativo,AQUIRAZ 2,69.0,1.0,3,0,81.0,ons_cadastro,alta,SE Aquiraz II 69 kV ,53.382
CEFFDM,FLOR DE MANDACARU,CE,UFV,ativo,MOSSORO 4,230.0,1.0,1,0,2.06,ons_cadastro,alta,SE MOSSORÓ IV 230 KV,0.44
CEUPTM,PITOMBEIRA,CE,UFV,ativo,RUSSAS 2,230.0,1.0,1,0,47.25,ons_cadastro,alta,"SE RUSSAS II 230,0 kV",71.965
CJU_PBLZA,CONJ. LUZIA,PB,UFV,ativo,SANTA LUZIA 2,500.0,1.0,2,0,117.864,ons_cadastro,alta,"SE SANTA LUZIA II 500 KV | SE SANTA LUZIA II 500,0 kV",68.418
CJU_PBRAL,CONJ. RIO ALTO,PB,UFV,ativo,COREMAS,230.0,1.0,8,0,216.0,ons_cadastro,alta,"SE COREMAS 230,0 kV | SE Coremas 230 kV",159.735
CJU_PBSLDF5,CONJUNTO FOTOVOLTAICO SANTA LUZIA II 500KV,PB,UFV,ativo,SANTA LUZIA 2,500.0,1.0,16,0,800.0,ons_cadastro,alta,SE Santa Luzia II 500 kV,120.136
CJU_PEBELM,CONJ. BELMONTE,PE,UFV,ativo,BOM NOME,230.0,1.0,10,0,455.0,ons_cadastro,alta,"SE BOM NOME 230,0 kV | SE BOM NOME 230kV",503.99
CJU_PEBRI,CONJ. BRÍGIDA,PE,UFV,ativo,BOM NOME,138.0,1.0,4,0,163.0,ons_cadastro,alta,"SE BOM NOME 138,0 kV",169.805
CJU_PECIR,CONJ. CIRANDA,PE,UFV,ativo,BOM NOME,230.0,1.0,6,0,244.5,ons_cadastro,alta,"SE BOM NOME 230,0 kV | SE Bom Nome 230 kV",282.654
CJU_PEFTAT,CONJ. TACARATU (SOLAR),PE,UFV,ativo,TACARATU,230.0,1.0,2,0,10.0,ons_cadastro,alta,"SE TACARATU 230,0 kV",11.386
CJU_PISJP,CONJ. FV SJP,PI,UFV,ativo,SAO JOAO DO PIAUI,500.0,1.0,6,0,186.05,ons_cadastro,alta,"SE SAO JOAO DO PIAUI 500,0 kV",161.442
CJU_PIFMRG,CONJ. MARANGATU,PI,UFV,ativo,SECC. LT IBIAPINA 2 – PIRIPIRI,230.0,1.0,12,0,360.0,ons_cadastro,alta,Seccionamento LT 230 kV Ibiapina II – Piripir,426.335
CJU_PINVO,CONJ. NOVA OLINDA,PI,UFV,ativo,SAO JOAO DO PIAUI,500.0,1.0,7,0,210.0,ons_cadastro,alta,"SE SAO JOAO DO PIAUI 500,0 kV",162.27
CJU_PIFSBA,CONJ. SÃO BASÍLIO (SOLAR),PI,UFV,ativo,CURRAL NOVO DO PIAUI 2,230.0,1.0,7,0,213.094,ons_cadastro,alta,SE Curral Novo do Piauí II 230 kV,162.732
CJU_PISGO,CONJ. SÃO GONÇALO,PI,UFV,encerrado em 2024-09-05,GILBUES 2,500.0,1.0,13,0,574.8,ons_cadastro,alta,SE 500 kV Gilbués II | SE 500 kV Gilbués II ,0.0
CJU_PISGOA,CONJ. SÃO GONÇALO A,PI,UFV,encerrado em 2024-09-05,GILBUES 2,500.0,1.0,5,2,129.096,ons_cadastro,alta,"SE GILBUES II 500,0 kV",0.0
PISDP1,SOL DO PIAUÍ,PI,UFV,ativo,CURRAL NOVO DO PIAUI 2,230.0,1.0,1,0,48.118,ons_cadastro,alta,SE Curral Novo do Piauí II 230 kV,61.41
RNFVAE,ASSÚ V,RN,UFV,ativo,ACU 2,138.0,1.0,1,0,34.0,ons_cadastro,alta,"SE ACU II 138,0 kV",36.656
CJU_RNFLO,CONJ. FLORESTA,RN,UFV,ativo,MOSSORO 2,230.0,1.0,3,0,86.0,ons_cadastro,alta,"SE MOSSORO II 230,0 kV",81.991
CJU_RNMEND,CONJ. FOTOV. ACU III 230KV,RN,UFV,ativo,ACU 3,230.0,1.0,13,6,242.57,ons_cadastro,alta,SE Açu III 230 kV,446.165
CJU_RNMVS,CONJ. MONTE VERDE SOLAR,RN,UFV,ativo,MONTE VERDE,500.0,1.0,5,0,212.355,ons_cadastro,alta,SE MONTE VERDE 500 KV,243.572
CJU_RNSDMC,CONJ. SERRA DO MEL C,RN,UFV,ativo,ACU 3,500.0,1.0,6,0,433.062,ons_cadastro,alta,"SE ACU III 500,0 kV | SE Açu III 500 kV",441.887
CJU_MGARX,CONJ. ARAXÁ,MG,UFV,ativo,SECC. LD ARAXA 2 – JAGUARA,138.0,1.0,2,0,90.0,ons_cadastro,alta,SECC. LD 138 KV ARAXÁ 2 - JAGUARA,84.068
CJU_MGARN,CONJ. ARINOS 2 500 KV,MG,UFV,ativo,ARINOS 2,500.0,1.0,25,0,1192.536,ons_cadastro,alta,SE 500 KV ARINOS 2 | SE Arinos 2 500 kV | SE Arinos II 500 kV,1079.972
CJU_MGBST1,CONJ. BOA SORTE,MG,UFV,encerrado em 2026-08-31,PARACATU 4,138.0,1.0,8,0,352.8,ons_cadastro,alta,"SE PARACATU 4 138,0 kV",374.333
CJU_MGFSA,CONJ. FRANCISCO SÁ,MG,UFV,ativo,SECC. LD JANAUBA 3 – MONTES CLAROS 2,138.0,1.0,3,0,99.0,ons_cadastro,alta,SECCIONAMENTO DA LD 138 KV JANAÚBA 3 - MONTES,87.84
CJU_MGVZPQ,CONJ. HELIO VALGAS,MG,UFV,ativo,SECC. LT P – VARZEA DA PALMA 1,345.0,1.0,10,0,500.0,ons_cadastro,alta,SECCIONAMENTO LT 345 KV VÁRZEA DA PALMA 1 – P | Seccionamento LT 345 kV Várzea da Palma 1 – P,538.06
CJU_MGSDJ,CONJ. JAIBA V,MG,UFV,ativo,JAIBA,230.0,1.0,13,0,500.0,ons_cadastro,alta,SE Jaíba 230 kV,618.683
CJU_MGJAN,CONJ. JANAÚBA,MG,UFV,ativo,JANAUBA 3,500.0,1.0,27,0,1357.126,ons_cadastro,alta,"SE JANAUBA 3 500 KV | SE JANAUBA 3 500,0 kV",1668.933
CJU_MGUFLS,CONJ. LAR DO SOL,MG,UFV,ativo,PIRAPORA 2,345.0,1.0,10,0,495.0,ons_cadastro,alta,SE PIRAPORA 2 345 KV,384.175
CJU_MGUFPU,CONJ. PARACATU,MG,UFV,ativo,PARACATU 4,138.0,1.0,11,0,342.0,ons_cadastro,alta,"SE PARACATU 4 138,0 kV | SE Paracatu 4 138 kV",275.74
